request_id,date_submitted,neighborhood,category,service_type,priority,status,response_days,source,department,satisfaction_score,month,quarter,resolution_rate
RVA-13213,2025-11-19,Scott's Addition,Public Safety,Missing Sign,Medium,Closed,3.19,Website,Code Enforcement,2.1,2025-11,2025Q4,1
RVA-13214,2025-10-14,Manchester,Water & Utilities,Storm Drain Blocked,Medium,In Progress,2.8,Walk-in,Code Enforcement,1.9,2025-10,2025Q4,0
RVA-13215,2025-12-01,The Fan,Road & Sidewalk,Pothole Repair,High,Closed,0.53,Website,Public Utilities,2.8,2025-12,2025Q4,1
RVA-13216,2024-02-18,Scott's Addition,Noise & Nuisance,Property Maintenance,Emergency,Open,0.03,Mobile App,Code Enforcement,5.0,2024-02,2024Q1,0
RVA-13217,2024-10-28,Carytown,Public Safety,Traffic Signal Issue,Medium,In Progress,2.8,Phone,Parks & Rec,2.7,2024-10,2024Q4,0
RVA-13218,2024-07-08,Lakeside,Noise & Nuisance,Noise Complaint,Low,Closed,15.52,Phone,Police,1.8,2024-07,2024Q3,1
RVA-13219,2024-05-15,West End,Parks & Public Spaces,Graffiti Removal,Medium,In Progress,6.28,Mobile App,Police,4.8,2024-05,2024Q2,0
RVA-13220,2025-07-08,Highland Park,Road & Sidewalk,Street Light Out,High,Closed,3.94,Mobile App,Police,2.5,2025-07,2025Q3,1
RVA-13221,2025-02-07,The Fan,Road & Sidewalk,Pothole Repair,Medium,Closed,0.05,Email,Code Enforcement,3.8,2025-02,2025Q1,1
RVA-13222,2025-08-24,Manchester,Road & Sidewalk,Street Light Out,Medium,Resolved,16.97,Website,Parks & Rec,4.2,2025-08,2025Q3,1
RVA-13223,2024-12-06,Scott's Addition,Noise & Nuisance,Animal Control,Low,Closed,4.18,Mobile App,Transportation,4.4,2024-12,2024Q4,1
RVA-13224,2025-12-04,Carytown,Road & Sidewalk,Crosswalk Faded,Medium,Closed,23.23,Phone,Transportation,4.3,2025-12,2025Q4,1
RVA-13225,2024-11-13,Oregon Hill,Parks & Public Spaces,Playground Repair,Medium,Resolved,1.46,Mobile App,Police,4.3,2024-11,2024Q4,1
RVA-13226,2025-09-09,Manchester,Sanitation,Overflowing Bin,Emergency,Closed,0.32,Email,Public Works,3.7,2025-09,2025Q3,1
RVA-13227,2024-12-28,Southside,Water & Utilities,Sewer Problem,High,In Progress,0.87,Email,Transportation,2.6,2024-12,2024Q4,0
RVA-13228,2025-01-16,Fulton,Sanitation,Missed Trash Pickup,Low,Resolved,4.4,Mobile App,Transportation,3.7,2025-01,2025Q1,1
RVA-13229,2024-08-20,Museum District,Road & Sidewalk,Street Light Out,Medium,Resolved,9.23,Phone,Public Utilities,4.3,2024-08,2024Q3,1
RVA-13230,2024-12-09,West End,Sanitation,Overflowing Bin,Low,Closed,13.72,Phone,Public Works,2.4,2024-12,2024Q4,1
RVA-13231,2025-07-02,Church Hill,Sanitation,Illegal Dumping,Medium,Open,24.24,Phone,Public Works,2.2,2025-07,2025Q3,0
RVA-13232,2025-07-06,Bon Air,Water & Utilities,Water Main Break,High,Resolved,1.9,Mobile App,Police,2.4,2025-07,2025Q3,1
RVA-13233,2025-06-12,Shockoe Bottom,Sanitation,Illegal Dumping,Medium,Resolved,3.11,Website,Public Works,3.2,2025-06,2025Q2,1
RVA-13234,2025-07-24,Shockoe Bottom,Noise & Nuisance,Noise Complaint,Medium,Resolved,0.47,Mobile App,Public Works,1.2,2025-07,2025Q3,1
RVA-13235,2024-07-01,Carytown,Public Safety,Missing Sign,Low,Closed,56.73,Website,Transportation,4.1,2024-07,2024Q3,1
RVA-13236,2024-02-10,Manchester,Noise & Nuisance,Abandoned Vehicle,High,Closed,1.6,Phone,Parks & Rec,1.6,2024-02,2024Q1,1
RVA-13237,2025-07-04,Northside,Sanitation,Illegal Dumping,Medium,Resolved,6.03,Website,Public Utilities,1.5,2025-07,2025Q3,1
RVA-13238,2025-01-31,Bon Air,Public Safety,Missing Sign,Medium,In Progress,2.61,Website,Code Enforcement,1.8,2025-01,2025Q1,0
RVA-13239,2025-12-04,Highland Park,Sanitation,Illegal Dumping,Low,Resolved,7.93,Phone,Police,3.3,2025-12,2025Q4,1
RVA-13240,2025-05-08,Oregon Hill,Public Safety,Hazardous Condition,Medium,Resolved,14.29,Website,Transportation,2.1,2025-05,2025Q2,1
RVA-13241,2025-10-20,Northside,Road & Sidewalk,Sidewalk Damage,Emergency,In Progress,0.09,Phone,Transportation,2.5,2025-10,2025Q4,0
RVA-13242,2024-11-28,Southside,Sanitation,Overflowing Bin,Medium,Resolved,1.73,Mobile App,Police,4.7,2024-11,2024Q4,1
RVA-13243,2024-05-06,Ginter Park,Public Safety,Hazardous Condition,Medium,Resolved,0.82,Mobile App,Public Works,4.4,2024-05,2024Q2,1
RVA-13244,2025-07-11,West End,Noise & Nuisance,Property Maintenance,Medium,In Progress,7.86,Mobile App,Code Enforcement,4.4,2025-07,2025Q3,0
RVA-13245,2025-07-10,Northside,Parks & Public Spaces,Park Maintenance,High,Resolved,0.13,Mobile App,Transportation,3.3,2025-07,2025Q3,1
RVA-13246,2024-01-01,East End,Water & Utilities,Storm Drain Blocked,Medium,Closed,0.43,Website,Code Enforcement,4.5,2024-01,2024Q1,1
RVA-13247,2024-06-16,West End,Public Safety,Missing Sign,Low,Resolved,3.55,Phone,Code Enforcement,4.1,2024-06,2024Q2,1
RVA-13248,2025-09-11,Carytown,Parks & Public Spaces,Tree Hazard,Medium,Closed,3.61,Mobile App,Police,4.8,2025-09,2025Q3,1
RVA-13249,2024-01-19,Shockoe Bottom,Road & Sidewalk,Street Light Out,High,In Progress,1.04,Walk-in,Police,1.3,2024-01,2024Q1,0
RVA-13250,2024-11-27,West End,Parks & Public Spaces,Playground Repair,High,Resolved,0.09,Website,Transportation,1.1,2024-11,2024Q4,1
RVA-13251,2025-08-06,Ginter Park,Parks & Public Spaces,Playground Repair,High,Resolved,6.32,Phone,Transportation,1.7,2025-08,2025Q3,1
RVA-13252,2025-03-31,Museum District,Noise & Nuisance,Property Maintenance,Medium,Closed,15.27,Mobile App,Transportation,4.7,2025-03,2025Q1,1
RVA-13253,2024-04-18,Bon Air,Road & Sidewalk,Pothole Repair,Low,Closed,3.28,Mobile App,Parks & Rec,3.4,2024-04,2024Q2,1
RVA-13254,2024-09-24,Scott's Addition,Road & Sidewalk,Pothole Repair,Emergency,Closed,0.66,Phone,Police,2.7,2024-09,2024Q3,1
RVA-13255,2025-03-20,Museum District,Noise & Nuisance,Abandoned Vehicle,Medium,Closed,4.32,Walk-in,Police,3.1,2025-03,2025Q1,1
RVA-13256,2024-08-27,Oregon Hill,Noise & Nuisance,Animal Control,Medium,In Progress,1.36,Mobile App,Parks & Rec,4.3,2024-08,2024Q3,0
RVA-13257,2024-10-27,Bon Air,Sanitation,Illegal Dumping,High,Closed,0.61,Phone,Police,4.7,2024-10,2024Q4,1
RVA-13258,2025-08-24,Scott's Addition,Sanitation,Bulk Pickup Request,Medium,Closed,3.38,Email,Public Works,3.9,2025-08,2025Q3,1
RVA-13259,2024-04-12,Museum District,Public Safety,Unsafe Structure,Low,Closed,5.43,Website,Public Works,4.0,2024-04,2024Q2,1
RVA-13260,2024-09-06,Shockoe Bottom,Parks & Public Spaces,Tree Hazard,High,Closed,0.69,Phone,Parks & Rec,2.3,2024-09,2024Q3,1
RVA-13261,2025-03-28,Short Pump,Parks & Public Spaces,Tree Hazard,High,Closed,3.3,Website,Transportation,2.9,2025-03,2025Q1,1
RVA-13262,2025-06-03,Ginter Park,Parks & Public Spaces,Park Maintenance,Medium,Resolved,3.28,Walk-in,Parks & Rec,4.5,2025-06,2025Q2,1
RVA-13263,2024-06-01,Manchester,Public Safety,Hazardous Condition,Medium,Closed,5.32,Phone,Public Works,4.1,2024-06,2024Q2,1
RVA-13264,2024-06-22,Highland Park,Public Safety,Missing Sign,Low,Closed,2.1,Walk-in,Code Enforcement,3.7,2024-06,2024Q2,1
RVA-13265,2024-12-08,Bon Air,Road & Sidewalk,Crosswalk Faded,Low,Closed,7.63,Phone,Police,1.3,2024-12,2024Q4,1
RVA-13266,2025-10-31,The Fan,Sanitation,Missed Trash Pickup,Medium,Resolved,1.91,Walk-in,Public Utilities,1.2,2025-10,2025Q4,1
RVA-13267,2025-03-06,Highland Park,Public Safety,Traffic Signal Issue,Medium,Open,3.74,Email,Public Utilities,1.5,2025-03,2025Q1,0
RVA-13268,2025-12-27,Scott's Addition,Water & Utilities,Storm Drain Blocked,Emergency,Closed,0.76,Phone,Parks & Rec,3.3,2025-12,2025Q4,1
RVA-13269,2025-11-19,Shockoe Bottom,Parks & Public Spaces,Graffiti Removal,High,Closed,2.93,Website,Public Utilities,3.1,2025-11,2025Q4,1
RVA-13270,2025-11-17,Northside,Road & Sidewalk,Crosswalk Faded,High,Closed,0.87,Website,Code Enforcement,4.8,2025-11,2025Q4,1
RVA-13271,2025-10-19,West End,Parks & Public Spaces,Tree Hazard,Medium,In Progress,5.93,Website,Public Utilities,3.8,2025-10,2025Q4,0
RVA-13272,2024-11-19,Oregon Hill,Sanitation,Illegal Dumping,Low,Closed,28.35,Walk-in,Public Works,2.2,2024-11,2024Q4,1
RVA-13273,2025-11-03,The Fan,Noise & Nuisance,Abandoned Vehicle,Emergency,Resolved,0.49,Mobile App,Parks & Rec,1.6,2025-11,2025Q4,1
RVA-13274,2025-09-30,Bon Air,Road & Sidewalk,Street Light Out,Medium,Closed,0.8,Website,Transportation,4.4,2025-09,2025Q3,1
RVA-13275,2025-02-23,West End,Road & Sidewalk,Street Light Out,Low,Resolved,11.39,Website,Public Utilities,2.8,2025-02,2025Q1,1
RVA-13276,2025-08-16,Scott's Addition,Public Safety,Traffic Signal Issue,Medium,Closed,0.55,Website,Police,3.6,2025-08,2025Q3,1
RVA-13277,2025-04-29,Museum District,Road & Sidewalk,Pothole Repair,High,Resolved,4.11,Website,Parks & Rec,3.3,2025-04,2025Q2,1
RVA-13278,2025-10-20,The Fan,Public Safety,Hazardous Condition,High,Open,1.45,Mobile App,Code Enforcement,1.4,2025-10,2025Q4,0
RVA-13279,2025-02-15,Manchester,Road & Sidewalk,Street Light Out,Low,Resolved,4.86,Phone,Public Works,1.2,2025-02,2025Q1,1
RVA-13280,2024-03-24,Short Pump,Public Safety,Missing Sign,High,In Progress,0.12,Walk-in,Public Utilities,2.5,2024-03,2024Q1,0
RVA-13281,2024-04-22,Short Pump,Water & Utilities,Storm Drain Blocked,Medium,Closed,2.4,Email,Public Works,2.4,2024-04,2024Q2,1
RVA-13282,2024-11-27,Scott's Addition,Noise & Nuisance,Animal Control,Low,Closed,23.35,Mobile App,Code Enforcement,3.7,2024-11,2024Q4,1
RVA-13283,2025-01-12,Highland Park,Public Safety,Hazardous Condition,High,Closed,0.04,Phone,Transportation,3.5,2025-01,2025Q1,1
RVA-13284,2025-10-16,Manchester,Road & Sidewalk,Sidewalk Damage,High,Resolved,1.29,Walk-in,Public Utilities,4.9,2025-10,2025Q4,1
RVA-13285,2024-02-10,Northside,Road & Sidewalk,Crosswalk Faded,Medium,Closed,13.38,Website,Transportation,4.4,2024-02,2024Q1,1
RVA-13286,2024-04-14,Scott's Addition,Water & Utilities,Sewer Problem,Medium,Resolved,2.51,Website,Transportation,3.0,2024-04,2024Q2,1
RVA-13287,2024-07-20,Museum District,Noise & Nuisance,Abandoned Vehicle,High,Closed,1.12,Mobile App,Parks & Rec,3.0,2024-07,2024Q3,1
RVA-13288,2025-03-25,Scott's Addition,Public Safety,Unsafe Structure,High,Closed,1.73,Website,Transportation,3.7,2025-03,2025Q1,1
RVA-13289,2024-09-22,Southside,Sanitation,Missed Trash Pickup,High,Open,1.24,Website,Parks & Rec,1.5,2024-09,2024Q3,0
RVA-13290,2024-07-28,Museum District,Public Safety,Missing Sign,Medium,Resolved,0.92,Website,Transportation,5.0,2024-07,2024Q3,1
RVA-13291,2025-07-16,The Fan,Parks & Public Spaces,Park Maintenance,Emergency,Resolved,0.01,Website,Police,3.1,2025-07,2025Q3,1
RVA-13292,2024-04-27,The Fan,Road & Sidewalk,Sidewalk Damage,Emergency,Closed,0.47,Phone,Code Enforcement,4.6,2024-04,2024Q2,1
RVA-13293,2025-12-13,Museum District,Water & Utilities,Water Main Break,Low,Resolved,25.36,Email,Public Utilities,4.9,2025-12,2025Q4,1
RVA-13294,2025-01-11,Shockoe Bottom,Water & Utilities,Water Main Break,High,Closed,0.22,Website,Public Works,3.3,2025-01,2025Q1,1
RVA-13295,2025-07-04,Northside,Sanitation,Missed Trash Pickup,Medium,Resolved,1.18,Phone,Public Works,1.4,2025-07,2025Q3,1
RVA-13296,2025-06-23,Jackson Ward,Road & Sidewalk,Pothole Repair,Medium,Closed,2.31,Email,Public Utilities,3.3,2025-06,2025Q2,1
RVA-13297,2024-03-24,East End,Water & Utilities,Water Main Break,Medium,Closed,8.27,Email,Code Enforcement,3.4,2024-03,2024Q1,1
RVA-13298,2025-03-29,Bon Air,Parks & Public Spaces,Graffiti Removal,Low,Resolved,3.14,Walk-in,Code Enforcement,4.2,2025-03,2025Q1,1
RVA-13299,2025-10-28,Short Pump,Sanitation,Bulk Pickup Request,Medium,Closed,10.69,Phone,Transportation,1.2,2025-10,2025Q4,1
RVA-13300,2025-09-20,Highland Park,Noise & Nuisance,Noise Complaint,High,Closed,0.11,Phone,Public Works,2.9,2025-09,2025Q3,1
RVA-13301,2025-05-28,Highland Park,Parks & Public Spaces,Graffiti Removal,Low,Closed,28.29,Mobile App,Public Utilities,4.7,2025-05,2025Q2,1
RVA-13302,2025-08-27,Bon Air,Public Safety,Hazardous Condition,Medium,Open,4.11,Mobile App,Transportation,5.0,2025-08,2025Q3,0
RVA-13303,2025-11-08,Scott's Addition,Water & Utilities,Storm Drain Blocked,Emergency,Resolved,0.54,Phone,Public Utilities,1.8,2025-11,2025Q4,1
RVA-13304,2025-01-21,Ginter Park,Water & Utilities,Storm Drain Blocked,Medium,Resolved,2.29,Phone,Public Works,4.5,2025-01,2025Q1,1
RVA-13305,2024-12-15,Bon Air,Parks & Public Spaces,Playground Repair,Medium,Resolved,7.62,Mobile App,Public Utilities,1.6,2024-12,2024Q4,1
RVA-13306,2024-10-22,Oregon Hill,Water & Utilities,Water Main Break,Medium,In Progress,0.91,Email,Public Utilities,4.4,2024-10,2024Q4,0
RVA-13307,2024-09-14,Manchester,Parks & Public Spaces,Park Maintenance,Medium,Resolved,0.25,Phone,Transportation,2.1,2024-09,2024Q3,1
RVA-13308,2024-03-21,Bon Air,Public Safety,Unsafe Structure,Medium,Closed,2.52,Phone,Parks & Rec,4.8,2024-03,2024Q1,1
RVA-13309,2024-09-24,Southside,Road & Sidewalk,Crosswalk Faded,High,Resolved,3.84,Phone,Parks & Rec,3.8,2024-09,2024Q3,1
RVA-13310,2025-02-22,Oregon Hill,Road & Sidewalk,Street Light Out,Medium,Closed,7.03,Mobile App,Police,2.6,2025-02,2025Q1,1
RVA-13311,2024-08-22,Highland Park,Noise & Nuisance,Property Maintenance,High,Open,1.46,Walk-in,Transportation,2.1,2024-08,2024Q3,0
RVA-13312,2024-11-06,Manchester,Road & Sidewalk,Crosswalk Faded,Medium,Closed,4.24,Mobile App,Police,1.9,2024-11,2024Q4,1
RVA-13313,2024-12-22,Shockoe Bottom,Road & Sidewalk,Street Light Out,Medium,Closed,0.7,Website,Code Enforcement,3.7,2024-12,2024Q4,1
RVA-13314,2024-07-31,Short Pump,Noise & Nuisance,Abandoned Vehicle,High,Resolved,3.67,Website,Parks & Rec,4.6,2024-07,2024Q3,1
RVA-13315,2025-07-27,Northside,Road & Sidewalk,Sidewalk Damage,High,Closed,3.09,Phone,Parks & Rec,4.0,2025-07,2025Q3,1
RVA-13316,2024-02-18,Ginter Park,Road & Sidewalk,Street Light Out,Medium,In Progress,5.34,Phone,Parks & Rec,4.3,2024-02,2024Q1,0
RVA-13317,2024-05-06,Museum District,Water & Utilities,Hydrant Issue,Low,Closed,6.28,Mobile App,Parks & Rec,4.1,2024-05,2024Q2,1
RVA-13318,2024-08-10,Highland Park,Sanitation,Illegal Dumping,Low,In Progress,33.37,Mobile App,Code Enforcement,4.9,2024-08,2024Q3,0
RVA-13319,2024-10-05,Manchester,Sanitation,Missed Trash Pickup,Medium,Resolved,10.56,Phone,Public Works,4.0,2024-10,2024Q4,1
RVA-13320,2025-02-11,Northside,Road & Sidewalk,Street Light Out,Medium,Resolved,5.17,Website,Code Enforcement,1.8,2025-02,2025Q1,1
RVA-13321,2025-05-19,Scott's Addition,Sanitation,Bulk Pickup Request,High,Resolved,0.93,Phone,Public Works,4.2,2025-05,2025Q2,1
RVA-13322,2024-10-20,Oregon Hill,Road & Sidewalk,Pothole Repair,Low,Resolved,9.62,Mobile App,Police,2.3,2024-10,2024Q4,1
RVA-13323,2024-10-03,Ginter Park,Parks & Public Spaces,Park Maintenance,High,Resolved,1.71,Mobile App,Parks & Rec,5.0,2024-10,2024Q4,1
RVA-13324,2025-03-13,Scott's Addition,Parks & Public Spaces,Playground Repair,Medium,Resolved,2.51,Website,Transportation,2.5,2025-03,2025Q1,1
RVA-13325,2024-04-16,Highland Park,Water & Utilities,Storm Drain Blocked,Medium,Closed,1.83,Phone,Transportation,2.2,2024-04,2024Q2,1
RVA-13326,2025-10-19,Scott's Addition,Public Safety,Traffic Signal Issue,Medium,Resolved,2.61,Mobile App,Public Works,2.0,2025-10,2025Q4,1
RVA-13327,2025-02-23,The Fan,Parks & Public Spaces,Tree Hazard,Low,Resolved,8.53,Website,Code Enforcement,3.6,2025-02,2025Q1,1
RVA-13328,2025-09-02,Carytown,Sanitation,Bulk Pickup Request,High,Resolved,1.12,Mobile App,Public Works,1.4,2025-09,2025Q3,1
RVA-13329,2025-03-04,West End,Road & Sidewalk,Pothole Repair,Low,Closed,3.06,Phone,Public Utilities,4.8,2025-03,2025Q1,1
RVA-13330,2025-01-09,Scott's Addition,Parks & Public Spaces,Park Maintenance,Medium,Resolved,7.16,Mobile App,Police,2.2,2025-01,2025Q1,1
RVA-13331,2024-03-13,East End,Public Safety,Traffic Signal Issue,High,Resolved,1.52,Email,Police,2.2,2024-03,2024Q1,1
RVA-13332,2025-09-25,West End,Road & Sidewalk,Pothole Repair,Medium,Resolved,0.35,Mobile App,Parks & Rec,1.2,2025-09,2025Q3,1
RVA-13333,2024-01-30,Manchester,Noise & Nuisance,Animal Control,Medium,Resolved,2.3,Phone,Parks & Rec,2.0,2024-01,2024Q1,1
RVA-13334,2024-07-06,Museum District,Parks & Public Spaces,Playground Repair,Medium,Resolved,10.81,Email,Code Enforcement,2.7,2024-07,2024Q3,1
RVA-13335,2024-12-29,Jackson Ward,Road & Sidewalk,Sidewalk Damage,High,Resolved,2.81,Mobile App,Public Works,2.5,2024-12,2024Q4,1
RVA-13336,2025-03-26,Bon Air,Noise & Nuisance,Noise Complaint,Emergency,Resolved,0.2,Website,Public Utilities,2.1,2025-03,2025Q1,1
RVA-13337,2024-07-13,Manchester,Sanitation,Illegal Dumping,High,Resolved,5.57,Mobile App,Police,1.2,2024-07,2024Q3,1
RVA-13338,2024-06-04,Shockoe Bottom,Noise & Nuisance,Noise Complaint,Medium,Open,0.4,Mobile App,Public Works,2.2,2024-06,2024Q2,0
RVA-13339,2024-06-20,Oregon Hill,Parks & Public Spaces,Park Maintenance,Emergency,Resolved,1.63,Website,Public Utilities,4.1,2024-06,2024Q2,1
RVA-13340,2024-02-10,East End,Public Safety,Missing Sign,Low,Resolved,2.82,Email,Transportation,2.8,2024-02,2024Q1,1
RVA-13341,2024-03-03,West End,Water & Utilities,Water Main Break,Low,Closed,0.09,Phone,Public Works,2.2,2024-03,2024Q1,1
RVA-13342,2024-01-23,Bon Air,Noise & Nuisance,Animal Control,High,Resolved,1.14,Website,Parks & Rec,2.2,2024-01,2024Q1,1
RVA-13343,2024-12-25,Woodland Heights,Noise & Nuisance,Property Maintenance,Low,Closed,4.45,Website,Transportation,3.2,2024-12,2024Q4,1
RVA-13344,2024-03-15,Scott's Addition,Water & Utilities,Sewer Problem,Low,Open,7.75,Phone,Transportation,2.2,2024-03,2024Q1,0
RVA-13345,2025-07-13,Museum District,Sanitation,Overflowing Bin,Low,In Progress,15.93,Website,Police,3.5,2025-07,2025Q3,0
RVA-13346,2025-11-02,Highland Park,Sanitation,Bulk Pickup Request,Medium,Closed,9.24,Mobile App,Public Utilities,5.0,2025-11,2025Q4,1
RVA-13347,2024-04-27,Bon Air,Sanitation,Missed Trash Pickup,High,Resolved,1.03,Phone,Parks & Rec,1.2,2024-04,2024Q2,1
RVA-13348,2025-09-03,Manchester,Sanitation,Bulk Pickup Request,Medium,In Progress,2.81,Phone,Transportation,1.7,2025-09,2025Q3,0
RVA-13349,2025-01-14,Museum District,Water & Utilities,Storm Drain Blocked,Low,Resolved,1.6,Walk-in,Code Enforcement,1.7,2025-01,2025Q1,1
RVA-13350,2025-11-09,Bon Air,Noise & Nuisance,Abandoned Vehicle,Medium,Resolved,0.24,Mobile App,Code Enforcement,2.8,2025-11,2025Q4,1
RVA-13351,2024-10-16,Oregon Hill,Noise & Nuisance,Property Maintenance,Emergency,Closed,0.51,Website,Parks & Rec,1.2,2024-10,2024Q4,1
RVA-13352,2025-03-15,Museum District,Water & Utilities,Sewer Problem,High,Open,0.13,Mobile App,Public Utilities,2.9,2025-03,2025Q1,0
RVA-13353,2025-10-29,Bon Air,Water & Utilities,Sewer Problem,Medium,Resolved,6.62,Mobile App,Public Utilities,4.7,2025-10,2025Q4,1
RVA-13354,2024-01-07,Highland Park,Parks & Public Spaces,Park Maintenance,Emergency,Closed,0.39,Website,Police,1.0,2024-01,2024Q1,1
RVA-13355,2024-07-14,Scott's Addition,Noise & Nuisance,Property Maintenance,High,Closed,0.44,Website,Parks & Rec,2.5,2024-07,2024Q3,1
RVA-13356,2025-02-24,Manchester,Public Safety,Traffic Signal Issue,Low,Closed,7.75,Phone,Code Enforcement,4.0,2025-02,2025Q1,1
RVA-13357,2025-07-21,Oregon Hill,Sanitation,Overflowing Bin,Low,Resolved,2.02,Mobile App,Parks & Rec,1.6,2025-07,2025Q3,1
RVA-13358,2024-07-11,Bon Air,Noise & Nuisance,Animal Control,Low,Closed,5.78,Email,Public Works,1.3,2024-07,2024Q3,1
RVA-13359,2025-07-12,Bon Air,Road & Sidewalk,Pothole Repair,High,Closed,3.21,Mobile App,Public Utilities,3.5,2025-07,2025Q3,1
RVA-13360,2024-05-27,Highland Park,Parks & Public Spaces,Tree Hazard,Low,Closed,6.2,Website,Transportation,1.0,2024-05,2024Q2,1
RVA-13361,2025-10-30,Museum District,Parks & Public Spaces,Tree Hazard,Medium,Closed,0.8,Website,Public Works,4.2,2025-10,2025Q4,1
RVA-13362,2024-07-20,The Fan,Parks & Public Spaces,Graffiti Removal,Low,Closed,12.87,Website,Code Enforcement,1.3,2024-07,2024Q3,1
RVA-13363,2025-03-19,West End,Road & Sidewalk,Crosswalk Faded,Emergency,In Progress,0.1,Email,Public Utilities,3.1,2025-03,2025Q1,0
RVA-13364,2025-02-22,Oregon Hill,Public Safety,Hazardous Condition,Medium,In Progress,6.71,Website,Code Enforcement,4.0,2025-02,2025Q1,0
RVA-13365,2025-03-02,Southside,Public Safety,Hazardous Condition,Emergency,Closed,0.33,Mobile App,Code Enforcement,2.0,2025-03,2025Q1,1
RVA-13366,2025-04-23,Northside,Water & Utilities,Water Main Break,Emergency,Resolved,0.3,Phone,Code Enforcement,1.4,2025-04,2025Q2,1
RVA-13367,2025-04-19,Museum District,Water & Utilities,Sewer Problem,Low,Open,19.07,Phone,Police,1.7,2025-04,2025Q2,0
RVA-13368,2024-05-05,Bon Air,Water & Utilities,Storm Drain Blocked,Medium,Resolved,6.17,Mobile App,Code Enforcement,4.4,2024-05,2024Q2,1
RVA-13369,2025-01-29,The Fan,Water & Utilities,Sewer Problem,Low,Closed,0.33,Email,Code Enforcement,3.8,2025-01,2025Q1,1
RVA-13370,2025-07-29,West End,Sanitation,Missed Trash Pickup,Emergency,In Progress,0.18,Mobile App,Public Works,1.8,2025-07,2025Q3,0
RVA-13371,2024-11-20,Museum District,Sanitation,Bulk Pickup Request,Medium,Closed,10.24,Website,Public Works,3.9,2024-11,2024Q4,1
RVA-13372,2025-01-26,West End,Road & Sidewalk,Crosswalk Faded,Low,Open,0.18,Website,Public Works,3.8,2025-01,2025Q1,0
RVA-13373,2025-11-18,East End,Noise & Nuisance,Abandoned Vehicle,Low,In Progress,7.88,Walk-in,Public Utilities,5.0,2025-11,2025Q4,0
RVA-13374,2025-09-19,The Fan,Sanitation,Missed Trash Pickup,Medium,Resolved,6.51,Phone,Police,2.6,2025-09,2025Q3,1
RVA-13375,2025-03-15,Scott's Addition,Road & Sidewalk,Pothole Repair,Emergency,In Progress,0.49,Website,Public Utilities,4.5,2025-03,2025Q1,0
RVA-13376,2024-07-22,Shockoe Bottom,Public Safety,Traffic Signal Issue,High,Closed,2.86,Mobile App,Police,2.8,2024-07,2024Q3,1
RVA-13377,2025-04-30,Shockoe Bottom,Water & Utilities,Water Main Break,High,Closed,2.59,Website,Police,4.6,2025-04,2025Q2,1
RVA-13378,2024-01-31,West End,Road & Sidewalk,Crosswalk Faded,Medium,Closed,5.89,Mobile App,Parks & Rec,1.4,2024-01,2024Q1,1
RVA-13379,2025-01-22,Scott's Addition,Road & Sidewalk,Street Light Out,Low,Resolved,17.23,Email,Transportation,1.7,2025-01,2025Q1,1
RVA-13380,2025-09-16,Museum District,Public Safety,Missing Sign,Emergency,Resolved,0.52,Mobile App,Parks & Rec,4.4,2025-09,2025Q3,1
RVA-13381,2025-03-09,Scott's Addition,Parks & Public Spaces,Park Maintenance,Low,In Progress,5.15,Mobile App,Parks & Rec,4.3,2025-03,2025Q1,0
